idproduto,cdprincipal,dscodigo,dsdetalhe,vlprecovenda,stativo,qtestoque,qtestoque2,qtestoque_ttl
VK400006RC,009473,9788578602475,VIVENDO DE BEM COM A VIDA - Sonia Hernandes,14.9,S,56.0,0.0,56.0
VK400006RD,009474,9788578604189,MILAGRES - Estevem Hernandes,29.9,S,0.0,0.0,0.0
VK400006RE,009475,9788578605285,AMOR VERDADEIRO - Debra K. Fileta,30.9,S,0.0,0.0,0.0
VK400006RF,009476,9788578603755,SIGA ME O CHAMADO DE JESUS PARA VIDA ETERNA,31.9,S,0.0,0.0,0.0
VK400006RG,009477,9788578602949,7 DIAS DE INTIMIDADE - Ed e Lisa Young,32.9,S,0.0,0.0,0.0
VK400006RH,009478,9788578602574,COMECE HOJE A ENSINAR SEU FILHO SOBRE DEUS,15.9,S,0.0,0.0,0.0
VK400006RI,009479,9788578604974,QUE FAZER QUANDO SEUS FILHOS TOMAM DECISOES,24.9,S,0.0,0.0,0.0
VK400006RJ,009480,9788579550959,40 DIAS PARA MUDAR O MUNDO - David Jeremiah,12.9,S,0.0,0.0,0.0
VK400006RK,009481,9788578604486,EMOCOES SOB CONTROLE - Lysa Terkeurst,24.9,S,0.0,0.0,0.0
VK400006RL,009482,9788578603342,RIO - Michael Neale,29.9,S,0.0,0.0,0.0
VK400006RM,009483,9788578602819,NOITE DO CRISTAO MORTO VIVO - Matt Mikalatos,19.9,S,0.0,0.0,0.0
VK400006RN,009484,9788578602253,COMECE HOJE A DIZER EU TE AMO - Stephen Arterburn,19.9,S,0.0,0.0,0.0
VK400006RO,009485,9788578601935,DEUS TE ABENCOE - Amy Parker,9.9,S,68.0,0.0,68.0
VK400006RP,009486,9788578604394,VIVENDO E APRENDENDO A BRIGAR - Sergio e Magali,29.9,S,0.0,0.0,0.0
VK400006RQ,009487,9788578603694,PODER DOS CASAIS QUE ORAM - Squire e Louise Duart,14.9,S,0.0,0.0,0.0
VK400006RR,009488,9788578604806,UM REI ENTRE OS POBRES - Johnnie Moore,19.9,S,0.0,0.0,0.0
VK400006RS,009489,9788578600419,DE BEM COM A VIDA - Norville Deborah,9.9,S,0.0,0.0,0.0
VK400006RT,009490,9788578608668,ESPALHE A NOTICIA,24.9,S,3.0,0.0,3.0
VK400006RU,009491,9788578608583,MILAGRES DO PARAISO - Christy Wilson Beam,29.9,S,6.0,0.0,6.0
VK400006RV,009492,9788578608514,AVENTURAS DA PRINCESINHA - Sheila Walsh,39.9,S,0.0,0.0,0.0
VK400006RW,009493,9788524304897,BELA AOS OLHOS DE DEUS PARA GAROTAS,35.9,S,0.0,0.0,0.0
VK400006RX,009494,9788577421794,DEUS REVELACAO E AUTORIDADE - Carl F.H.Henry,94.9,S,3.0,0.0,3.0
VK400006RY,009495,9788577421732,COMENTARIOS EXPOSITIVOS - JOAO,76.9,S,0.0,0.0,0.0
VK400006RZ,009496,7890000094962,LIDERES QUE FRUTIFICAM - Josue Campanha,24.9,S,0.0,0.0,0.0
VK400006S0,009497,9788524304606,MENSAGENS SELECIONADAS VOL 4 - Hernandes D.Lopes,27.9,S,0.0,0.0,0.0
VK400006S1,009498,9788577421855,MILAGRES E PARABOLAS DO NOSSO SENHOR - Spurgeon,229.9,S,2.0,0.0,2.0
VK400006S2,009499,9788524305092,MULHERES ADMIRADAS - Keila Ochoa Harris,17.9,S,0.0,0.0,0.0
VK400006S3,009500,9788524305061,NAO DESISTA DOS SEUS SONHOS - Hernandes D. Lopes,29.9,S,0.0,0.0,0.0
VK400006S4,009501,9788524305047,PERDAO A CURA DAS EMOCOES - Hernades Dias Lopes,21.9,S,0.0,0.0,0.0
VK400006S5,009502,9788577421763,PEDRO PESCADOR DE HOMENS - Hernades Dias Lopes,29.9,S,0.0,0.0,0.0
VK400006S8,009503,9788524305054,VOANDO NAS ALTURAS - Hernandes Dias Lopes,22.9,S,0.0,0.0,0.0
VK400006S9,009504,9788524305078,PERGUNTAS E RESPOSTAS SOBRE O NAMORO E O NOIVADO,32.9,S,0.0,0.0,0.0
VK400006SA,009505,9788576071853,BIBLIA DA MULHER VIRTUOSA - Media,169.9,S,11.0,0.0,11.0
VK400006SA,009505,9788576071860,BIBLIA DA MULHER VIRTUOSA - Media,169.9,S,11.0,0.0,11.0
VK400006SA,009505,9788576071877,BIBLIA DA MULHER VIRTUOSA - Media,169.9,S,11.0,0.0,11.0
VK400006SA,009505,9788576071884,BIBLIA DA MULHER VIRTUOSA - Media,169.9,S,11.0,0.0,11.0
VK400006SB,009506,9788578602468,MAES CONFIANTES FILHOS REALIZADOS,29.9,S,0.0,0.0,0.0
VK400006SC,009507,9788578603410,NOS PASSOS DE JESUS - Ken Duncan,54.9,S,0.0,0.0,0.0
VK400006SD,009508,9788578600563,TALENTO A PROVA DE CRISE - Leila Navarro,19.9,S,0.0,0.0,0.0
VK400006SE,009509,9788578603762,CONSTRUA SEUS SONHOS - Alexandre Roderigues,24.9,S,0.0,0.0,0.0
VK400006SF,009510,9788578601997,MINHA ALMA ESTA ARMADA - Sergio Pavarini,14.9,S,48.0,0.0,48.0
VK400006SH,009511,9788526313750,LADRAO DE TUMULOS - Mark Batterson,39.9,S,11.0,0.0,11.0
VK400006SI,009512,9788526313132,SIGA SEU INSTINTO - T.D.Jakes,31.95,S,21.0,0.0,21.0
VK400006SJ,009513,9788526313767,AGENTES DO APOCALIPSE - DR.David Jeremiah,46.95,S,26.0,0.0,26.0
VK400006SK,009514,9788526313187,VIVA AME LIDERE - Brian Houston,34.95,S,3.0,0.0,3.0
VK400006SL,009515,7890000095150,BIBLIA INFANTIL - PARA PRINCIPIANTES BILINGUE,79.95,S,0.0,0.0,0.0
VK400006SM,009516,9788526313231,ISAIAS EIS-ME AQUI ENVIA-ME A MIM,19.95,S,0.0,0.0,0.0
VK400006SN,009517,9788526313224,DESAFIO DA EVANGELIZACAO - Claudionor de Andrade,19.95,S,0.0,0.0,0.0
VK400006SO,009518,7898521819491,BIBLIA DE ESTUDO - DO PREGADOR PENTECOSTAL,299.9,S,4.0,0.0,4.0
VK400006SO,009518,7899938411520,BIBLIA DE ESTUDO - DO PREGADOR PENTECOSTAL,299.9,S,4.0,0.0,4.0
VK400006SO,009518,7899938414804,BIBLIA DE ESTUDO - DO PREGADOR PENTECOSTAL,299.9,S,4.0,0.0,4.0
VK400006SO,009518,7899938414811,BIBLIA DE ESTUDO - DO PREGADOR PENTECOSTAL,299.9,S,4.0,0.0,4.0
VK400006SO,009518,9788531115424,BIBLIA DE ESTUDO - DO PREGADOR PENTECOSTAL,299.9,S,4.0,0.0,4.0
VK400006SO,009518,9788531116896,BIBLIA DE ESTUDO - DO PREGADOR PENTECOSTAL,299.9,S,4.0,0.0,4.0
VK400006SP,009519,7890000095198,APOSTILA LUZ NAS TREVAS - Pr Otavio Couto,15.0,S,0.0,0.0,0.0
VK400006SQ,009520,7890000095204,BIBLIA C HARPA ZIPER - Grande Lt Hiper Gig(CPP),89.9,S,1.0,0.0,1.0
VK400006SQ,009520,7908084608491,BIBLIA C HARPA ZIPER - Grande Lt Hiper Gig(CPP),89.9,S,1.0,0.0,1.0
VK400006SQ,009520,7908084608507,BIBLIA C HARPA ZIPER - Grande Lt Hiper Gig(CPP),89.9,S,1.0,0.0,1.0
VK400006SQ,009520,7908084608514,BIBLIA C HARPA ZIPER - Grande Lt Hiper Gig(CPP),89.9,S,1.0,0.0,1.0
VK400006SQ,009520,7908084608521,BIBLIA C HARPA ZIPER - Grande Lt Hiper Gig(CPP),89.9,S,1.0,0.0,1.0
VK400006SQ,009520,7908084608538,BIBLIA C HARPA ZIPER - Grande Lt Hiper Gig(CPP),89.9,S,1.0,0.0,1.0
VK400006SQ,009520,7908084608545,BIBLIA C HARPA ZIPER - Grande Lt Hiper Gig(CPP),89.9,S,1.0,0.0,1.0
VK400006SQ,009520,7908084608552,BIBLIA C HARPA ZIPER - Grande Lt Hiper Gig(CPP),89.9,S,1.0,0.0,1.0
VK400006SR,009521,,BIBLIA C HARPA LUXO - Grande Lt HiperG Cart(HE),99.9,S,0.0,0.0,0.0
VK400006SS,009522,7890000095228,BIBLIA C HARPA LUXO - Media Bolsa,54.9,S,0.0,0.0,0.0
VK400006ST,009523,7890000095235,BIBLIA LUXO - Peq Boneca (KCross),15.9,S,0.0,0.0,0.0
VK400006SU,009524,7890000095242,MULHER E SEUS CONFLITOS CONJUGAIS,15.0,S,0.0,0.0,0.0
VK400006SV,009525,9788526313248,ENTREI NO ENSINO MEDIO E AGORA,16.95,S,0.0,0.0,0.0
VK400006SW,009526,9788526313194,10 MELHORES DECISOES QUE A MULHER DEVE TOMAR,34.95,S,0.0,0.0,0.0
VK400006SX,009527,7890000095273,BIBLIA DE ESTUDO - THOMPSON Letra Grande.,284.9,S,6.0,0.0,6.0
VK400006SX,009527,9788000003313,BIBLIA DE ESTUDO - THOMPSON Letra Grande.,284.9,S,6.0,0.0,6.0
VK400006SX,009527,9788000003337,BIBLIA DE ESTUDO - THOMPSON Letra Grande.,284.9,S,6.0,0.0,6.0
VK400006SX,009527,9788000003344,BIBLIA DE ESTUDO - THOMPSON Letra Grande.,284.9,S,6.0,0.0,6.0
VK400006SX,009527,9788000003634,BIBLIA DE ESTUDO - THOMPSON Letra Grande.,284.9,S,6.0,0.0,6.0
VK400006SX,009527,9788000003641,BIBLIA DE ESTUDO - THOMPSON Letra Grande.,284.9,S,6.0,0.0,6.0
VK400006SY,009528,9788538302940,PLANO DANIEL - Rick Warren,29.9,S,0.0,0.0,0.0
VK400006SZ,009529,7890000095297,ADOLESCENTES(13 a 14 Anos) - Belem,10.0,S,-18.0,0.0,-18.0
VK400006T0,009530,7890000095303,MICROFONE - SHURE SVX WIRELESS PG58-J9,1899.9,S,0.0,0.0,0.0
VK400006T1,009531,7890000095310,ENTRE O REPUDIO E O DIVORCIO - Aldery Nelson,69.9,S,0.0,0.0,0.0
VK400006T2,009532,7890000095327,NO GOLGOTA 5 PARA AS 3 DA TARDE - Aldery Nelson,29.9,S,0.0,0.0,0.0
VK400006T3,009533,7890000095334,CERTIFICADO - LEMBRANCA DE CASAMENTO (Bella Arte),2.5,S,96.0,0.0,96.0
VK400006T5,009534,7890000095341,LACO - LARISSA 38 MM,65.0,S,0.0,0.0,0.0
VK400006T6,009535,7890000095358,LACO - LARISSA 22 MM,53.0,S,0.0,0.0,0.0
VK400006T7,009536,7890000095365,LACO - DUDA 38 MM,60.0,S,0.0,0.0,0.0
VK400006T8,009537,7890000095372,LACO - DUDA 22 MM,51.0,S,0.0,0.0,0.0
VK400006T9,009538,7890000095389,LACO - ANA 38 MM,56.0,S,0.0,0.0,0.0
VK400006TA,009539,7890000095396,LACO - VALENTINA 38 MM,53.0,S,0.0,0.0,0.0
VK400006TB,009540,7890000095402,LACO - ANGEL 38 MM,48.0,S,0.0,0.0,0.0
VK400006TC,009541,7890000095419,LACO - MINIE (ROSA BEBE),68.0,S,0.0,0.0,0.0
VK400006TD,009542,7890000095426,LACO - CLARA (PINK),46.0,S,0.0,0.0,0.0
VK400006TE,009543,7890000095433,LACO - CLARA (RENDA),56.0,S,0.0,0.0,0.0
VK400006TF,009544,7890000095440,LACO - JULIA (LISTRA),52.0,S,0.0,0.0,0.0
VK400006TG,009545,7890000095457,LACO - JULIA (FITA),68.0,S,0.0,0.0,0.0
VK400006TH,009546,7890000095464,LACO - PAULA 38 MM,60.0,S,0.0,0.0,0.0
VK400006TI,009547,7890000095471,LACO - KIT 5 LACOS,90.0,S,0.0,0.0,0.0
VK400006TJ,009548,9788526313262,SEGREDOS TRANSFORME A SUA VIDA E O SEU CASAMENTO,29.9,S,0.0,0.0,0.0
VK400006TK,009549,9788526313255,CRISTAO E A UNIVERSIDADE - Valmir Nascimento,39.95,S,0.0,0.0,0.0
VK400006TL,009550,7890000095501,VIOLAO - MICHAEL VM19E PK,699.9,S,1.0,0.0,1.0
VK400006TM,009551,7890000095518,VIOLAO - MICHAEL VM925DT,989.9,S,0.0,0.0,0.0
VK400006TN,009552,7890000095525,VIOLAO - MICHAEL VM625DT,899.9,S,0.0,0.0,0.0
VK400006TO,009553,7890000095532,BATERIA - MICHAEL DM842 CHR CL,3690.0,S,0.0,0.0,0.0
VK400006TP,009554,7890000095549,LIVRO DE REGISTRO - DE SAIDA ICMS,9.9,S,11.0,0.0,11.0
VK400006TQ,009555,7890000095556,LIVRO DE REGISTRO - DE APURACAO DO ICMS,9.9,S,15.0,0.0,15.0
VK400006TR,009556,7890000095563,LIVRO DE REGISTRO - DE INVENTARIO MODELO 7,9.9,S,18.0,0.0,18.0
VK400006TS,009557,7890000095570,SUPORTE PARA GUITARRA E BAIXO - ASK,39.9,S,0.0,0.0,0.0
VK400006TT,009558,7897063614106,CD PAI VOCE E 10 - Coletanea,5.0,S,0.0,0.0,0.0
VK400006TU,009559,7897063616872,CD DEUS NAO TE REJEITA - Anderson Freire,5.0,S,0.0,0.0,0.0
VK400006TV,009560,7897063616889,CDPB DEUS NAO TE REJEITA - Anderson Freire,5.0,S,0.0,0.0,0.0
VK400006TW,009561,7897063614335,CD PELA FE - Kleber Lucas,5.0,S,0.0,0.0,0.0
VK400006TX,009563,7897063616131,CDPB ESCONDERIJO - Pastor Lucas,5.0,S,0.0,0.0,0.0
VK400006TY,009564,7897063616384,CD EXTRAORDINARIA GRACA AO VIVO - Aline Barros,5.0,S,0.0,0.0,0.0
VK400006TZ,009565,7897063616797,CD SOMOS A IGREJA - Elaine de Jesus,5.0,S,0.0,0.0,0.0
VK400006U0,009566,7897063614151,DVD EXTRAORDINARIA GRACA AO VIVO - Aline Barros,10.0,S,0.0,0.0,0.0
VK400006U2,009567,7898908625127,CD SANTA GERACAO - Inocente Pelo Sangue de Jesus,5.0,S,0.0,0.0,0.0
VK400006U5,009568,7898928919473,CD CRER SOMENTE - Elidea Nasimento,5.0,S,0.0,0.0,0.0
VK400006U6,009569,7899004788075,CD TRANSFORMOU - Discoparaise,5.0,S,0.0,0.0,0.0
VK400006U7,009570,7898451424611,CD SOU RICO - Gustavo Esquivel,5.0,S,0.0,0.0,0.0
VK400006U8,009571,7890000095716,CD LEWISFEARLES - Crystal,5.0,S,0.0,0.0,0.0
VK400006U9,009572,9320428309952,CD OPER HEAVEN - Hillsong,5.0,S,0.0,0.0,0.0
VK400006UA,009573,7890000095730,CD CANTAR E VIVER - Jairinho Manaes,5.0,S,0.0,0.0,0.0
VK400006UB,009574,7890000095747,CD STILL MEANS WAR - Petra,5.0,S,0.0,0.0,0.0
VK400006UC,009575,7898904858895,CDPB SOU FELIZ - Fernandinho,5.0,S,0.0,0.0,0.0
VK400006UD,009576,7890000095761,CD NO MEIO DO MUNDO AO VIVO - Trio Salvador,5.0,S,0.0,0.0,0.0
VK400006UE,009577,7890000095778,CDPB QUEM E ESTE DEUS - Noemi Nonato,5.0,S,0.0,0.0,0.0
VK400006UE,009577,7898451429975,CDPB QUEM E ESTE DEUS - Noemi Nonato,5.0,S,0.0,0.0,0.0
VK400006UF,009578,7898451424437,CD SORRIA - Coletanea,5.0,S,0.0,0.0,0.0
VK400006UH,009579,7890000095792,CD HARPA DE OURO VO - 19,5.0,S,0.0,0.0,0.0
VK400006UI,009580,7890000095808,CD HARPA DE OURO VO - 26,5.0,S,0.0,0.0,0.0
VK400006UJ,009581,7890000095815,BIBLIA PARA EVANGELISMO - Editora IDE,32.9,S,4.0,0.0,4.0
VK400006UK,009582,9788578608699,MENINAS CORAJOSAS - Mais Que Perfeitas,34.9,S,0.0,0.0,0.0
VK400006UL,009583,9788578608651,MENINAS CORAJOSAS - Amigas Inseparaveis,34.9,S,0.0,0.0,0.0
VK400006UM,009584,9788578608729,MINHA ALMA ANSEIA POR DEUS - Sheila Walsh,29.9,S,0.0,0.0,0.0
VK400006UN,009585,9788591413720,VOCE PERDOA OU ADOECE - Renato Rubim,24.9,S,0.0,0.0,0.0
VK400006UO,009586,9788591076642,SERMONARIO - Renato Rubim,89.9,S,0.0,0.0,0.0
VK400006UP,009587,9788576894858,NAMORO VESTIBULAR PARA O CASAMENTO - Mac Anderson,21.9,S,0.0,0.0,0.0
VK400006UQ,009588,9788576894629,MULHER VIVA ABUNDANTEMENTE - Lenya Heitzig,39.9,S,0.0,0.0,0.0
VK400006UR,009589,9788576894612,TU SERAS UMA BENCAO - Berin Gilfillan,31.9,S,3.0,0.0,3.0
VK400006US,009590,9788576894841,CANSEI DE SER GAY - Juliana Ferron,37.9,S,16.0,0.0,16.0
VK400006UT,009591,7890000095914,MOEDA DE CHOCOLATE - Bombons,1.0,S,0.0,0.0,0.0
VK400006UU,009592,7890000095921,CAIXA NOVIK - NEO EVOW 118A SUB 18,2299.0,S,0.0,0.0,0.0
VK400006UW,009593,7890000095938,TRIPE - SUPORTE P/CAIXA DE SOM DREAMER SS 019,199.9,S,1.0,0.0,1.0
VK400006UX,009594,7899938400265,QUEBRE O SILENCIO - Pablo Borda,7.5,S,0.0,0.0,0.0
VK400006UY,009595,7899938400272,AGORA O QUE EU FACO - Alex Chiang,7.5,S,0.0,0.0,0.0
VK400006UZ,009596,7899938400258,SER AMIGOS - Germano Ortiz,7.5,S,0.0,0.0,0.0
VK400006V0,009597,9788526313835,DO QUE VOCE TEM MEDO - Dr.David Jeremiah,39.9,S,25.0,0.0,25.0
VK400006V1,009598,9788531115882,BIBLIA LUXO - Media Extreme Teen,49.9,S,0.0,0.0,0.0
VK400006V3,009599,7890000095990,BATERIA - MICHAEL DM 827N WR/RD,3699.9,S,0.0,0.0,0.0
VK400006V4,009600,7890000096003,BATERIA - MICHAEL DM 842 CHR,2989.9,S,0.0,0.0,0.0
VK400006V5,009601,9788578608552,PODER DA ORACAO PARA RECEBER MILAGRES,24.9,S,0.0,0.0,0.0
VK400006V6,009602,9788578608361,ADORANDO A DEUS COM SUA VIDA - Sheila Walsh,19.9,S,0.0,0.0,0.0
VK400006V7,009603,9788578608644,DEUS TODOS OS DIAS - Max Lucado,39.9,S,0.0,0.0,0.0
VK400006V8,009604,9788578609016,UM LUGAR DE CURA - Joni Eareckson Tada,29.9,S,1.0,0.0,1.0
VK400006V9,009605,9788578609023,CHAMADO DE JESUS - Sarah Young,24.9,S,0.0,0.0,0.0
VK400006VA,009606,9788527508797,DEUSES FALSOS - Timothy Keller,52.9,S,0.0,0.0,0.0
VK400006VB,009607,9788527508780,DEUS PRODIGO - Timothy Keller,41.9,S,2.0,0.0,2.0
VK400006VC,009608,9788578608507,PARABOLAS DE JESUS - John Macarthur,39.9,S,0.0,0.0,0.0
VK400006VD,009609,9788578608828,CURANDO AS FERIDAS DA ALMA - Sheila Walsh,19.9,S,0.0,0.0,0.0
VK400006VE,009610,9788578608279,SEGREDOS DA CAPACITACAO - John Maxwell,19.9,S,0.0,0.0,0.0
VK400006VF,009611,9788578608248,SEGREDOS DO RELACIONAMENTO - John Maxwell,19.9,S,1.0,0.0,1.0
VK400006VG,009612,9788578608262,SEGREDOS DA LIDERANCA - John Maxwell,19.9,S,0.0,0.0,0.0
VK400006VH,009613,9788578608255,SEGREDOS DA ATITUDE - John Maxwell,19.9,S,1.0,0.0,1.0
VK400006VI,009614,9788578608545,MISSAO FARKILE - Deise Souza,29.9,S,0.0,0.0,0.0
VK400006VJ,009615,9788578602635,BIBLIA SAGRADA DA PRINCESINHA,119.9,S,0.0,0.0,0.0
VK400006VJ,009615,9788578608682,BIBLIA SAGRADA DA PRINCESINHA,119.9,S,0.0,0.0,0.0
VK400006VK,009616,9788578608538,MINHA PRIMEIRA BIBLIA DE ESTUDO,49.9,S,0.0,0.0,0.0
VK400006VL,009617,7898920260351,DVD DEUS NAO ESTA MORTO 2 - DE QUE LADO VOCE ESTA,10.0,S,0.0,0.0,0.0
VK400006VM,009618,98713564567,CD LIVRO DO EXODO - Marlete Guerreiro,5.0,S,0.0,0.0,0.0
VK400006VN,009619,,PLACA METAL VERSICULO,29.9,S,0.0,0.0,0.0
VK400006VP,009620,9788531115417,100 MELHORES HISTORIAS DA BIBLIA - SBB,54.9,S,0.0,0.0,0.0
VK400006VR,009621,7899938400487,BIBLIA POP CP DURA - Media Carteira SBB,48.9,S,3.0,0.0,3.0
VK400006VR,009621,7899938400494,BIBLIA POP CP DURA - Media Carteira SBB,48.9,S,3.0,0.0,3.0
VK400006VR,009621,7899938409749,BIBLIA POP CP DURA - Media Carteira SBB,48.9,S,3.0,0.0,3.0
VK400006VS,009622,9788531115332,BIBLIA MOMENTOS COM DEUS - SBB,54.9,S,0.0,0.0,0.0
VK400006VT,009623,9788531115325,PROCURE E ACHE NAS HISTORIAS BIBLICAS - SBB,9.9,S,0.0,0.0,0.0
VK400006VU,009624,9788576894896,PROVAS DA EXISTENCIA DE DEUS - Jefferson Magno,37.9,S,3.0,0.0,3.0
VK400006VV,009625,9788576894605,NOS PASSOS DO APOSTOLO PAULO,39.9,S,0.0,0.0,0.0
VK400006VW,009626,9788576894902,MINUTEENS - Vanessa Tanaka,34.9,S,0.0,0.0,0.0
VK400006VX,009627,9788576894537,CASAR DE NOVO - H.NORMAN WRIGHT,29.9,S,5.0,0.0,5.0
VK400006VY,009628,9788576893455,FAMILIA LUGAR DE REFUGIO OU CAMPO DE BATALHA,29.9,S,0.0,0.0,0.0
VK400006VZ,009629,9788576893318,PAIS E LEALDADE - Dag Heward - Mills,21.9,S,1.0,0.0,1.0
VK400006W0,009630,9788576894346,PREGANDO SOBRE PERSONAGENS DO ANTIGO TESTAMENTO,36.9,S,0.0,0.0,0.0
VK400006W1,009631,9788576894599,UMA HISTORIA DE AMOR E PERSEVERANCA - Eyshila,29.9,S,3.0,0.0,3.0
VK400006W2,009632,9788576894827,MANUAL DO PROFESSOR - Guilherme Schelb,34.9,S,0.0,0.0,0.0
VK400006W3,009633,9788576894803,CONFLITOS E VIOLENCIA NA ESCOLA - Guilherme Schelb,17.9,S,6.0,0.0,6.0
VK400006W4,009634,9788576894810,SOLUCOES PARA CONFLITOS - Guilherme Schelb,29.9,S,17.0,0.0,17.0
VK400006W5,009635,9788576893363,GUIA DE WILLMINGTON PARA A BIBLIA - Completo,219.9,S,3.0,0.0,3.0
VK400006W6,009636,7898410726770,TEOLOGIA PARA PENTECOSTAIS - Walter Brunelli,279.9,S,0.0,0.0,0.0
VK400006W7,009637,9788576894544,TEMAS CENTRAIS DA FE CRISTA - Gilmar Vieira Chaves,44.9,S,3.0,0.0,3.0
VK400006W8,009638,7898410725780,CD EU CONFIAREI - Nani Azevedo,5.0,S,0.0,0.0,0.0
VK400006W9,009639,9771807422005,LICOES DA PALAVRA DE DEUS - Professor,9.65,S,0.0,0.0,0.0
VK400006WA,009640,9771807421008,LICOES DA PALAVRA DE DEUS - Aluno,6.65,S,0.0,0.0,0.0
VK400006WB,009641,7890000096416,BIBLIA C HARPA LUXO - Grande Lt Ultra Gig(CPP),89.9,S,0.0,0.0,0.0
VK400006WB,009641,7908084602475,BIBLIA C HARPA LUXO - Grande Lt Ultra Gig(CPP),89.9,S,0.0,0.0,0.0
VK400006WB,009641,7908084602482,BIBLIA C HARPA LUXO - Grande Lt Ultra Gig(CPP),89.9,S,0.0,0.0,0.0
VK400006WB,009641,7908084602499,BIBLIA C HARPA LUXO - Grande Lt Ultra Gig(CPP),89.9,S,0.0,0.0,0.0
VK400006WB,009641,7908084602505,BIBLIA C HARPA LUXO - Grande Lt Ultra Gig(CPP),89.9,S,0.0,0.0,0.0
VK400006WB,009641,7908084602512,BIBLIA C HARPA LUXO - Grande Lt Ultra Gig(CPP),89.9,S,0.0,0.0,0.0
VK400006WB,009641,7908084602529,BIBLIA C HARPA LUXO - Grande Lt Ultra Gig(CPP),89.9,S,0.0,0.0,0.0
VK400006WB,009641,7908084602536,BIBLIA C HARPA LUXO - Grande Lt Ultra Gig(CPP),89.9,S,0.0,0.0,0.0
VK400006WB,009641,7908084602543,BIBLIA C HARPA LUXO - Grande Lt Ultra Gig(CPP),89.9,S,0.0,0.0,0.0
VK400006WB,009641,7908084604899,BIBLIA C HARPA LUXO - Grande Lt Ultra Gig(CPP),89.9,S,0.0,0.0,0.0
VK400006WB,009641,7908084604905,BIBLIA C HARPA LUXO - Grande Lt Ultra Gig(CPP),89.9,S,0.0,0.0,0.0
VK400006WB,009641,7908084604912,BIBLIA C HARPA LUXO - Grande Lt Ultra Gig(CPP),89.9,S,0.0,0.0,0.0
VK400006WB,009641,7908084604929,BIBLIA C HARPA LUXO - Grande Lt Ultra Gig(CPP),89.9,S,0.0,0.0,0.0
VK400006WB,009641,7908084604936,BIBLIA C HARPA LUXO - Grande Lt Ultra Gig(CPP),89.9,S,0.0,0.0,0.0
VK400006WB,009641,7908084604943,BIBLIA C HARPA LUXO - Grande Lt Ultra Gig(CPP),89.9,S,0.0,0.0,0.0
VK400006WC,009642,7890000096423,BIBLIA LUXO - Media Lt Grande (CPP),29.9,S,0.0,0.0,0.0
VK400006WD,009643,9788565461115,BIBLIA LUXO - Grande Lt Gigante Bibleflix (CPP),49.95,S,0.0,0.0,0.0
VK400006WF,009644,7896572010126,CANETA - COMPACTOR HIDROGRAFICA NEO-PEN 24 UND,18.9,S,0.0,0.0,0.0
VK400006WG,009645,7896572001971,ABC - COMPACTOR LETRAS 20 MM,7.9,S,7.0,0.0,7.0
VK400006WH,009646,7896572001995,ABC - COMPACTOR LETRAS 25 MM,8.9,S,0.0,0.0,0.0
VK400006WI,009647,7896572002015,ABC - COMPACTOR LETRAS 35 MM,9.9,S,0.0,0.0,0.0
VK400006WJ,009648,7896572013530,CANETA - COMPACTOR PINCEL MARCADOR AZUL,3.9,S,0.0,0.0,0.0
VK400006WK,009649,7896572013516,CANETA - COMPACTOR PINCEL MARCADOR PRETO,3.9,S,0.0,0.0,0.0
VK400006WL,009650,7896572014056,COLA - COMPACTOR POLAR BRANCA 40g,2.9,S,0.0,0.0,0.0
VK400006WM,009651,7896572014070,COLA - COMPACTOR POLAR BRANCA 90g,3.9,S,0.0,0.0,0.0
VK400006WN,009652,7896572014131,COLA - COMPACTOR POLAR BRANCA 500g,13.9,S,0.0,0.0,0.0
VK400006WO,009653,7896572014216,COLA - COMPACTOR POLAR ISOPOR 40g,3.2,S,0.0,0.0,0.0
VK400006WP,009654,7896572014230,COLA - COMPACTOR POLAR ISOPOR 90g,6.5,S,0.0,0.0,0.0
VK400006WQ,009655,7896572021603,CANETA - COMPACTOR MARCADOR QB AZUL,6.9,S,0.0,0.0,0.0
VK400006WR,009656,7896572021627,CANETA - COMPACTOR MARCADOR QB VERMELHO,6.9,S,0.0,0.0,0.0
VK400006WS,009657,7896572021610,CANETA - COMPACTOR MARCADOR QB PRETO,6.9,S,0.0,0.0,0.0
VK400006WT,009658,7896572028343,CANETA - COMPACTOR MARCADOR QB ROSA,6.9,S,0.0,0.0,0.0
VK400006WU,009659,7896572009670,CANETA - COMPACTOR ESFEROGRAFICA GEL PRATA,6.9,S,0.0,0.0,0.0
VK400006WV,009660,,CANETA - COMPACTOR ESFEROGRAFICA GEL OURO,6.9,S,0.0,0.0,0.0
VK400006WW,009661,7896572025274,CANETA - COMPACTOR ESFEROGRAFICA 07 B AZUL,1.0,S,0.0,0.0,0.0
VK400006WX,009662,7896572025335,CANETA - COMPACTOR ESFEROGRAFICA 07 B PRETA,1.0,S,0.0,0.0,0.0
VK400006WY,009663,7896572025762,CANETA - COMPACTOR MARCADOR DESTAQ,2.9,S,0.0,0.0,0.0
VK400006WY,009663,7896572025786,CANETA - COMPACTOR MARCADOR DESTAQ,2.9,S,0.0,0.0,0.0
VK400006WY,009663,7896572025809,CANETA - COMPACTOR MARCADOR DESTAQ,2.9,S,0.0,0.0,0.0
VK400006WY,009663,7896572025823,CANETA - COMPACTOR MARCADOR DESTAQ,2.9,S,0.0,0.0,0.0
